age,fnlwgt,class
32,241885, <=50K
25,234190, <=50K
57,230899, <=50K
28,114158, >50K
28,222442, <=50K
27,157612, <=50K
28,199903, <=50K
74,292627, <=50K
44,156687, <=50K
27,369522, <=50K
61,226297, <=50K
25,356017, <=50K
28,189257, <=50K
20,157541, <=50K
33,69251, <=50K
38,272944, <=50K
31,113667, <=50K
40,222011, >50K
43,191196, >50K
38,169104, >50K
19,146679, <=50K
56,226985, <=50K
38,153066, >50K
30,159303, <=50K
22,200109, <=50K
18,109445, <=50K
68,99491, <=50K
35,172571, <=50K
42,143582, <=50K
32,207113, <=50K
43,192712, >50K
30,154297, <=50K
62,238913, <=50K
38,110402, <=50K
27,207213, <=50K
28,606111, >50K
26,34112, <=50K
21,119156, <=50K
19,249787, <=50K
20,153516, <=50K
25,260754, <=50K
28,155621, <=50K
36,33983, >50K
23,306601, <=50K
24,270075, <=50K
23,109430, <=50K
24,187115, <=50K
25,463667, <=50K
24,52262, <=50K
30,144064, <=50K
26,147821, <=50K
62,232719, <=50K
36,268620, <=50K
45,81132, <=50K
31,323069, <=50K
34,242984, <=50K
65,172684, >50K
42,103932, <=50K
27,431637, <=50K
40,188942, <=50K
53,170354, >50K
54,28518, >50K
30,193380, <=50K
59,175942, >50K
42,53956, <=50K
23,120773, <=50K
28,96219, <=50K
20,104164, <=50K
22,190429, <=50K
73,243030, <=50K
47,228660, >50K
44,368757, <=50K
40,220563, <=50K
37,233571, >50K
39,187847, <=50K
49,84298, >50K
44,254303, <=50K
27,109611, <=50K
50,189183, <=50K
39,206951, >50K
41,282882, <=50K
55,377061, >50K
53,209906, <=50K
53,176059, <=50K
31,279015, >50K
21,347292, <=50K
30,277314, <=50K
74,29887, <=50K
53,341439, >50K
47,209460, <=50K
60,114263, >50K
59,230899, <=50K
37,271767, >50K
47,20956, <=50K
49,39986, <=50K
73,45784, <=50K
58,126991, <=50K
18,234648, <=50K
35,207676, <=50K
24,413345, <=50K
62,122033, <=50K
58,169611, <=50K
51,90363, >50K
21,372636, <=50K
30,340917, <=50K
27,34273, <=50K
25,161027, >50K
31,99844, <=50K
31,207685, <=50K
44,74680, >50K
52,334273, >50K
30,36069, <=50K
29,100563, <=50K
36,174308, <=50K
54,109413, <=50K
59,212600, >50K
55,271710, <=50K
70,230816, <=50K
22,103277, <=50K
42,318947, <=50K
36,187167, <=50K
32,204742, >50K
44,282062, <=50K
22,283510, <=50K
25,280093, <=50K
31,202729, <=50K
33,205950, <=50K
54,392286, >50K
42,119207, <=50K
49,195554, <=50K
30,173005, <=50K
54,192862, <=50K
39,164712, <=50K
24,195808, <=50K
21,199444, <=50K
23,126346, <=50K
54,177675, <=50K
23,50341, <=50K
39,237943, <=50K
23,126945, <=50K
67,92061, <=50K
19,109938, <=50K
41,267252, >50K
32,174704, <=50K
57,124771, <=50K
18,200603, <=50K
60,165827, >50K
21,301199, <=50K
53,215790, <=50K
38,87556, >50K
21,111467, <=50K
53,82646, >50K
24,162282, <=50K
36,239074, <=50K
29,214925, <=50K
23,194247, <=50K
44,211531, <=50K
32,223267, <=50K
25,201635, <=50K
41,188738, <=50K
18,133055, <=50K
57,61761, <=50K
62,103344, >50K
29,109814, <=50K
19,225294, <=50K
35,97277, >50K
52,146711, >50K
28,286452, <=50K
38,20308, <=50K
42,224203, <=50K
41,225978, <=50K
23,237720, <=50K
31,156743, >50K
31,509364, <=50K
46,144351, >50K
18,375515, <=50K
57,103529, >50K
25,199472, <=50K
32,348152, >50K
27,221166, <=50K
46,341762, >50K
17,634226, <=50K
43,159449, <=50K
56,110238, >50K
19,458558, <=50K
20,340217, <=50K
42,155106, <=50K
90,90523, <=50K
25,122756, <=50K
27,293828, <=50K
48,299291, <=50K
48,483261, <=50K
27,122038, <=50K
46,160647, <=50K
32,106541, <=50K
22,126945, <=50K
24,188505, >50K
31,377850, <=50K
20,193586, <=50K
28,315417, <=50K
40,57233, >50K
39,195253, >50K
54,172991, <=50K
59,223215, <=50K
17,95799, <=50K
25,213385, <=50K
49,202467, >50K
55,145574, <=50K
39,147548, <=50K
67,105216, <=50K
28,77760, <=50K
35,167990, <=50K
44,167005, >50K
51,108435, >50K
55,56645, <=50K
45,304973, >50K
32,42596, <=50K
45,220641, <=50K
45,101452, >50K
35,188888, >50K
55,168790, <=50K
59,98361, >50K
22,401762, <=50K
46,160187, <=50K
23,203715, <=50K
47,144351, >50K
34,420749, <=50K
51,106151, <=50K
40,362482, <=50K
24,38151, <=50K
20,42706, <=50K
44,126199, <=50K
26,165510, <=50K
35,216068, <=50K
23,215624, <=50K
40,239708, <=50K
49,199378, <=50K
32,230420, <=50K
28,395022, <=50K
51,338620, >50K
62,210142, >50K
31,446358, <=50K
47,352614, >50K
36,293528, <=50K
44,55395, <=50K
18,128538, <=50K
46,428405, >50K
32,126838, <=50K
51,136836, <=50K
48,105838, >50K
28,139903, <=50K
57,106103, >50K
33,186824, <=50K
42,350387, <=50K
17,142912, <=50K
63,321403, <=50K
31,114937, >50K
34,286689, <=50K
35,147258, <=50K
20,451996, <=50K
36,149833, <=50K
24,211968, <=50K
33,287908, >50K
36,166549, <=50K
31,25216, <=50K
29,286452, <=50K
47,162034, >50K
30,186932, >50K
34,82938, <=50K
23,122048, <=50K
33,118710, <=50K
59,243226, <=50K
67,268514, <=50K
26,365289, <=50K
27,165365, <=50K
20,219266, <=50K
24,283757, <=50K
44,206553, <=50K
31,113364, >50K
28,328949, <=50K
19,83930, <=50K
31,325355, >50K
20,131852, <=50K
64,119506, <=50K
47,100818, >50K
36,162302, <=50K
48,182211, >50K
19,194205, <=50K
22,141040, <=50K
56,346033, <=50K
22,177125, <=50K
37,241174, >50K
57,130532, <=50K
38,168496, >50K
34,362787, <=50K
22,244771, <=50K
38,48123, <=50K
30,173858, >50K
32,207201, >50K
29,37933, <=50K
56,33323, <=50K
42,175943, >50K
66,306178, <=50K
71,229110, <=50K
20,113511, <=50K
25,333677, <=50K
42,236021, >50K
20,371089, <=50K
61,115023, >50K
24,133586, <=50K
51,91137, <=50K
27,105598, <=50K
41,352812, >50K
31,204829, <=50K
39,247733, <=50K
36,370585, <=50K
51,103257, <=50K
52,178915, <=50K
49,54260, >50K
43,55395, <=50K
45,233511, >50K
49,318331, <=50K
19,195985, <=50K
44,38876, <=50K
67,81413, <=50K
58,172618, >50K
36,174717, >50K
67,224984, >50K
61,423297, >50K
55,88856, <=50K
23,169104, <=50K
35,39207, <=50K
35,340018, <=50K
20,30796, <=50K
51,155403, <=50K
23,238092, <=50K
39,225605, <=50K
36,289148, <=50K
47,339863, >50K
27,178778, >50K
29,568490, <=50K
21,129345, <=50K
18,447882, <=50K
24,314165, <=50K
39,382859, >50K
51,82504, <=50K
47,149700, >50K
62,209844, <=50K
49,62546, >50K
20,228686, <=50K
24,326587, <=50K
25,202091, <=50K
54,310774, <=50K
25,450246, <=50K
20,84375, <=50K
43,142444, >50K
26,82246, <=50K
24,192766, <=50K
18,53109, <=50K
45,121836, >50K
45,298130, <=50K
26,135645, <=50K
47,265275, <=50K
54,410114, <=50K
21,232719, <=50K
29,167716, <=50K
68,107627, <=50K
21,129674, <=50K
28,114053, <=50K
46,202560, >50K
35,219902, <=50K
50,192654, <=50K
48,238966, <=50K
17,112942, <=50K
59,153484, >50K
23,161874, <=50K
53,260106, <=50K
50,240374, >50K
32,251612, <=50K
53,223696, <=50K
52,176134, <=50K
38,186959, <=50K
43,456236, >50K
35,98948, <=50K
41,166662, >50K
22,448626, <=50K
39,167482, >50K
45,189792, >50K
31,399052, <=50K
40,104196, >50K
47,152752, <=50K
53,268545, <=50K
53,148532, >50K
33,281784, >50K
24,225724, <=50K
34,200192, <=50K
46,170850, >50K
29,224858, <=50K
61,159908, >50K
31,115488, <=50K
29,1268339, <=50K
42,195755, <=50K
50,186272, <=50K
34,181388, <=50K
39,177181, <=50K
74,91488, <=50K
40,230961, <=50K
75,309955, >50K
40,63042, >50K
36,29814, <=50K
61,116230, >50K
42,167678, <=50K
28,191088, >50K
19,63814, <=50K
36,285865, <=50K
33,160776, <=50K
50,299831, <=50K
47,162741, >50K
48,204990, <=50K
60,171315, <=50K
30,296462, <=50K
32,103860, >50K
45,159816, >50K
51,96586, >50K
53,202720, <=50K
34,202822, <=50K
48,379883, >50K
68,123464, <=50K
32,294121, <=50K
63,179981, <=50K
31,234387, <=50K
58,154537, <=50K
32,125856, >50K
32,156015, <=50K
40,116632, <=50K
50,124963, >50K
38,115215, <=50K
30,254905, <=50K
21,195532, <=50K
28,190067, >50K
63,181828, <=50K
32,203674, <=50K
25,322585, <=50K
59,246262, >50K
22,211129, <=50K
49,139268, <=50K
36,188540, <=50K
31,251167, <=50K
46,94809, <=50K
37,265038, >50K
48,182566, >50K
43,220109, <=50K
41,208470, >50K
54,28683, <=50K
36,233571, <=50K
29,24562, <=50K
66,36364, <=50K
59,168569, <=50K
62,167098, >50K
29,271579, <=50K
28,191355, >50K
27,31659, >50K
42,83411, >50K
60,40856, >50K
58,115605, >50K
27,132326, <=50K
45,220213, <=50K
50,172511, >50K
43,156745, <=50K
39,218916, <=50K
21,306114, <=50K
24,196675, <=50K
59,73411, <=50K
36,184659, >50K
72,75890, <=50K
35,320451, >50K
33,172498, <=50K
30,131588, <=50K
40,124520, >50K
26,93806, <=50K
37,173192, <=50K
68,198554, <=50K
45,26502, >50K
56,225267, <=50K
36,150042, <=50K
50,211319, >50K
38,208358, <=50K
29,58115, <=50K
28,219267, <=50K
39,129573, <=50K
26,27834, <=50K
52,415037, >50K
52,191529, <=50K
84,132806, <=50K
33,137059, <=50K
46,102308, >50K
30,164309, <=50K
38,40955, >50K
66,141085, <=50K
62,258124, >50K
31,467579, >50K
31,145139, >50K
39,231141, <=50K
60,146674, <=50K
27,242207, <=50K
37,102541, <=50K
38,135416, <=50K
25,267284, <=50K
48,130812, <=50K
42,183765, <=50K
45,188823, >50K
22,200593, <=50K
50,124094, <=50K
21,50411, <=50K
44,101689, <=50K
60,73091, <=50K
21,107801, <=50K
51,176969, <=50K
30,342709, <=50K
46,368561, <=50K
43,26915, >50K
57,157974, <=50K
48,109832, >50K
39,116358, >50K
68,195881, <=50K
33,183000, <=50K
22,302347, <=50K
18,151463, <=50K
28,217200, <=50K
32,31740, <=50K
56,35520, <=50K
36,369843, <=50K
34,199227, <=50K
18,144711, <=50K
39,382802, <=50K
25,254781, <=50K
27,70657, <=50K
56,50791, <=50K
33,222162, <=50K
49,94606, >50K
44,104196, <=50K
30,455995, >50K
27,166210, <=50K
25,198986, >50K
30,292465, <=50K
38,99388, <=50K
38,698363, <=50K
46,154940, <=50K
37,401998, <=50K
62,162825, >50K
55,271795, <=50K
47,134671, <=50K
45,87583, <=50K
50,248619, <=50K
36,130200, <=50K
45,178922, <=50K
23,51985, <=50K
37,125933, >50K
38,104280, >50K
27,617860, <=50K
29,122112, <=50K
45,181758, <=50K
41,223671, >50K
38,140117, <=50K
27,107458, <=50K
51,215948, <=50K
44,306440, <=50K
33,615893, <=50K
28,201186, >50K
32,37210, >50K
43,196084, <=50K
45,166181, <=50K
52,291096, >50K
24,232841, <=50K
19,131982, <=50K
47,408788, >50K
53,42924, >50K
31,181091, >50K
30,200246, <=50K
56,282023, <=50K
49,128990, >50K
38,106838, <=50K
19,144750, <=50K
39,108140, <=50K
38,103323, <=50K
47,268022, >50K
58,197114, <=50K
27,191628, <=50K
59,176118, >50K
24,42401, <=50K
42,322385, <=50K
53,123011, >50K
35,210945, <=50K
36,130620, >50K
26,248990, <=50K
33,132705, <=50K
29,94892, <=50K
43,141858, <=50K
35,81232, >50K
48,114561, >50K
45,191776, <=50K
43,128354, <=50K
27,37088, <=50K
21,414812, <=50K
63,156799, <=50K
39,33983, >50K
52,194995, >50K
41,73431, <=50K
48,155664, >50K
27,182386, <=50K
53,281074, <=50K
33,248346, <=50K
37,167482, <=50K
18,171088, <=50K
43,211763, >50K
20,122166, <=50K
47,370119, >50K
36,138940, <=50K
41,174575, >50K
67,101132, <=50K
38,292307, <=50K
47,248776, <=50K
39,314007, <=50K
34,213226, <=50K
36,76845, <=50K
24,148320, <=50K
50,54261, <=50K
21,223352, <=50K
21,211013, <=50K
40,209833, <=50K
19,356272, <=50K
38,143538, <=50K
34,242960, <=50K
44,263871, <=50K
20,151105, <=50K
44,207685, >50K
49,46537, <=50K
45,84324, >50K
24,224716, <=50K
34,186269, <=50K
58,143731, >50K
39,236391, <=50K
22,54560, <=50K
38,266325, >50K
32,42900, >50K
45,183710, <=50K
23,278254, <=50K
35,119992, <=50K
52,284329, >50K
55,368727, <=50K
23,353696, <=50K
22,31387, <=50K
27,110931, <=50K
24,169532, <=50K
21,285522, <=50K
49,198774, <=50K
32,123291, <=50K
64,146110, <=50K
37,29814, <=50K
61,195595, <=50K
44,92649, >50K
53,290688, >50K
43,427382, >50K
60,234854, >50K
23,276568, <=50K
25,250038, <=50K
29,150861, <=50K
51,87205, <=50K
47,343579, <=50K
20,94401, <=50K
25,120238, >50K
27,205440, <=50K
23,198996, <=50K
18,294253, <=50K
23,256628, <=50K
59,223131, <=50K
46,207301, <=50K
66,270460, <=50K
46,125457, >50K
36,212856, <=50K
44,197389, <=50K
17,73338, <=50K
27,68037, <=50K
32,185027, >50K
53,107123, <=50K
22,109482, <=50K
30,174543, <=50K
47,208407, <=50K
68,211584, >50K
39,108540, <=50K
22,202416, <=50K
62,160155, >50K
20,176178, <=50K
21,265148, <=50K
34,220631, <=50K
30,303692, <=50K
25,135845, <=50K
23,199915, <=50K
40,150533, <=50K
26,85482, <=50K
57,24473, >50K
36,272944, >50K
43,82077, <=50K
49,194895, <=50K
58,314153, >50K
32,176253, <=50K
59,113959, >50K
42,167581, <=50K
37,79586, <=50K
40,166662, >50K
47,72896, <=50K
56,345730, >50K
30,302473, <=50K
42,42346, <=50K
21,243921, <=50K
21,131620, <=50K
47,158924, <=50K
22,32921, <=50K
35,252897, >50K
41,155657, <=50K
43,155106, <=50K
60,82775, <=50K
73,26248, >50K
90,88991, >50K
62,125155, <=50K
28,218039, <=50K
45,53524, <=50K
19,259352, <=50K
30,296453, <=50K
19,278915, <=50K
23,565313, <=50K
22,274103, <=50K
19,271118, <=50K
45,207107, <=50K
26,138597, <=50K
42,180985, >50K
62,159939, <=50K
61,110920, <=50K
34,34862, >50K
22,163205, <=50K
56,110003, >50K
32,229051, <=50K
24,144898, <=50K
26,211596, <=50K
32,48458, <=50K
58,201393, <=50K
25,136450, >50K
23,193586, <=50K
23,91189, <=50K
54,227832, <=50K
28,271936, <=50K
35,61343, >50K
30,157778, >50K
23,201680, <=50K
42,228320, >50K
72,33404, <=50K
21,103205, <=50K
37,279029, <=50K
54,213092, <=50K
58,126104, <=50K
32,119124, <=50K
65,31924, <=50K
22,253799, <=50K
52,266138, >50K
65,185001, <=50K
33,34102, <=50K
35,115214, <=50K
27,289484, <=50K
34,287908, <=50K
53,158284, <=50K
23,60668, <=50K
43,222978, >50K
58,244605, <=50K
38,150601, <=50K
26,199143, <=50K
60,131681, >50K
28,346406, <=50K
33,391122, <=50K
29,280344, <=50K
54,188809, >50K
41,277488, <=50K
63,181561, <=50K
31,158545, <=50K
23,313573, <=50K
31,591711, <=50K
41,268183, >50K
51,392286, >50K
59,233312, >50K
23,520231, <=50K
24,186831, <=50K
67,141085, <=50K
65,198019, <=50K
47,198660, >50K
21,409230, <=50K
38,376025, <=50K
55,80167, <=50K
39,99357, <=50K
24,82847, >50K
24,22201, <=50K
38,275223, >50K
19,117595, <=50K
32,207668, <=50K
63,179981, >50K
18,192583, <=50K
36,66304, <=50K
41,200671, <=50K
57,32365, <=50K
48,28497, <=50K
44,222978, <=50K
25,160261, <=50K
48,120724, <=50K
20,91733, <=50K
74,146929, <=50K
44,205706, <=50K
26,181666, <=50K
54,279452, <=50K
39,207568, >50K
38,22494, <=50K
18,210026, <=50K
32,190889, <=50K
24,109869, <=50K
19,285263, <=50K
28,192588, <=50K
28,232945, <=50K
49,31339, <=50K
50,305147, <=50K
63,188914, <=50K
58,141165, <=50K
68,136218, <=50K
41,371382, >50K
21,199177, <=50K
27,221366, >50K
24,403671, <=50K
50,193871, <=50K
47,306183, <=50K
64,159938, >50K
54,124194, <=50K
28,69847, <=50K
26,169323, <=50K
35,172327, <=50K
48,118889, <=50K
50,166220, <=50K
39,186420, <=50K
46,192779, >50K
41,105616, <=50K
24,141113, <=50K
57,160275, <=50K
32,164507, <=50K
41,207578, >50K
55,314592, >50K
41,254630, <=50K
69,159522, <=50K
22,112130, <=50K
45,192835, <=50K
33,206280, <=50K
57,308861, <=50K
38,93206, >50K
40,206066, <=50K
48,309895, <=50K
38,216129, <=50K
26,287420, <=50K
24,163595, <=50K
35,170092, <=50K
37,287031, >50K
42,59474, <=50K
37,99151, >50K
37,206888, <=50K
28,177119, <=50K
22,173736, <=50K
24,182163, <=50K
45,311080, >50K
29,389857, >50K
23,297152, <=50K
24,130534, <=50K
25,137301, <=50K
58,316235, <=50K
28,32922, <=50K
58,118303, >50K
18,188241, <=50K
59,236731, <=50K
39,209397, <=50K
53,290640, >50K
54,221915, <=50K
51,175246, >50K
59,159724, >50K
42,160369, >50K
36,461337, <=50K
37,187311, <=50K
32,29312, <=50K
38,197365, <=50K
19,301747, <=50K
55,135439, <=50K
30,340917, <=50K
27,155057, >50K
65,200749, <=50K
44,323627, <=50K
23,154921, <=50K
32,131425, <=50K
60,184242, <=50K
28,149769, <=50K
44,124924, <=50K
29,253003, <=50K
57,250976, <=50K
41,104196, <=50K
34,250182, <=50K
44,188331, <=50K
44,187322, <=50K
57,130714, <=50K
37,40955, <=50K
35,107125, >50K
51,145714, >50K
27,133937, <=50K
41,293485, >50K
28,203260, <=50K
37,143368, <=50K
18,51789, <=50K
24,211049, <=50K
53,81794, <=50K
40,139193, <=50K
54,150999, <=50K
22,332657, <=50K
44,240043, <=50K
43,186188, <=50K
58,223400, >50K
59,102442, >50K
31,236599, >50K
35,283237, <=50K
17,150106, <=50K
45,102076, <=50K
40,374764, <=50K
35,32528, <=50K
25,50053, <=50K
58,212864, <=50K
39,30673, >50K
69,248248, <=50K
23,419554, <=50K
32,177216, <=50K
48,118158, <=50K
41,116391, <=50K
74,194312, <=50K
43,111895, >50K
18,193290, <=50K
24,287988, <=50K
58,147653, <=50K
54,117674, >50K
60,187458, <=50K
28,410351, <=50K
41,207578, >50K
62,55621, >50K
27,271243, <=50K
30,188798, <=50K
63,168656, <=50K
33,460408, <=50K
34,241885, <=50K
20,133061, <=50K
51,194097, <=50K
21,219137, <=50K
50,31621, >50K
43,207685, <=50K
27,57052, <=50K
19,109854, <=50K
20,369678, <=50K
17,53611, <=50K
47,344916, <=50K
25,198813, <=50K
71,180733, <=50K
21,188073, <=50K
69,159077, <=50K
48,174829, <=50K
57,142791, <=50K
58,43221, >50K
34,188736, <=50K
33,222654, <=50K
56,251836, <=50K
40,112388, <=50K
28,209641, <=50K
42,313945, <=50K
19,134974, <=50K
41,152742, <=50K
28,153291, <=50K
40,353432, <=50K
23,96635, <=50K
46,202560, >50K
39,150057, >50K
39,114844, <=50K
45,132847, <=50K
21,41356, <=50K
50,93705, <=50K
33,309350, <=50K
34,123084, <=50K
55,174662, <=50K
62,177295, <=50K
31,211880, <=50K
35,454915, <=50K
30,232475, <=50K
57,244605, >50K
50,150876, >50K
51,257337, <=50K
47,329144, >50K
37,116960, >50K
58,267663, <=50K
39,47871, >50K
34,295922, >50K
45,175625, <=50K
19,129586, <=50K
42,190179, >50K
40,168071, <=50K
39,202027, >50K
36,202662, >50K
56,101436, <=50K
19,119234, <=50K
37,360743, >50K
60,93272, <=50K
56,145574, >50K
51,101722, <=50K
34,135785, <=50K
23,218415, <=50K
19,127709, <=50K
37,448337, <=50K
58,310320, >50K
33,251521, <=50K
39,255503, >50K
36,116608, <=50K
26,71009, <=50K
22,174975, <=50K
32,108023, <=50K
17,204018, <=50K
57,366563, <=50K
68,121846, <=50K
70,278139, <=50K
30,114691, <=50K
19,536725, <=50K
51,94432, <=50K
19,286002, <=50K
47,101684, <=50K
41,352834, >50K
36,99146, >50K
30,231413, >50K
26,158846, <=50K
41,190786, <=50K
25,306513, <=50K
62,152148, <=50K
23,309580, <=50K
26,130832, <=50K
25,194897, <=50K
30,130078, <=50K
48,39986, <=50K
20,379198, <=50K
51,189762, >50K
19,178147, <=50K
31,332379, <=50K
36,175759, >50K
21,262062, <=50K
40,275446, <=50K
30,278522, <=50K
28,54683, <=50K
57,136107, >50K
18,205894, <=50K
54,210736, >50K
32,166634, <=50K
52,185283, <=50K
27,180553, <=50K
45,199058, <=50K
18,145005, <=50K
37,184655, <=50K
52,358554, >50K
59,307423, <=50K
27,472070, <=50K
43,115562, <=50K
56,32446, >50K
44,33121, <=50K
37,183345, <=50K
28,119793, >50K
48,97883, <=50K
58,31732, <=50K
29,206250, <=50K
37,103323, <=50K
35,135436, >50K
36,376455, <=50K
52,160703, <=50K
30,131699, <=50K
22,243842, <=50K
55,349910, <=50K
61,170262, >50K
33,184306, <=50K
46,224202, <=50K
64,151540, <=50K
28,231197, <=50K
19,279968, <=50K
36,162651, <=50K
43,130126, >50K
39,160120, <=50K
56,161662, >50K
24,201664, <=50K
40,137142, <=50K
45,122206, >50K
56,183169, <=50K
46,126513, <=50K
35,185053, <=50K
36,408427, >50K
50,198581, >50K
61,199198, <=50K
31,184306, <=50K
63,172740, <=50K
41,205153, <=50K
48,164964, <=50K
45,162606, <=50K
24,179627, <=50K
34,103408, >50K
27,36440, <=50K
26,57512, <=50K
27,187981, <=50K
55,393768, <=50K
38,108726, >50K
31,180551, >50K
51,176240, >50K
56,70720, >50K
39,35890, <=50K
50,283676, >50K
34,105540, <=50K
44,408717, <=50K
21,57916, <=50K
37,177974, <=50K
34,177304, <=50K
18,115839, <=50K
34,205256, <=50K
38,117802, >50K
19,211355, <=50K
46,173243, <=50K
19,343200, <=50K
22,401690, <=50K
38,196123, <=50K
33,168981, >50K
83,213866, <=50K
34,55176, >50K
38,153976, <=50K
33,119176, <=50K
27,169117, >50K
38,156550, <=50K
25,109609, <=50K
38,26698, <=50K
52,236497, >50K
33,306309, <=50K
17,242773, <=50K
28,124680, <=50K
52,43909, <=50K
34,112820, <=50K
25,148300, <=50K
17,133449, <=50K
22,263670, <=50K
22,276494, <=50K
46,190115, >50K
58,317479, <=50K
39,151248, <=50K
59,130532, <=50K
61,160062, <=50K
32,299635, <=50K
50,171225, >50K
51,33304, <=50K
43,95634, <=50K
20,243878, <=50K
38,181721, <=50K
44,201435, >50K
28,334032, <=50K
50,220019, <=50K
53,71772, <=50K
42,27661, <=50K
47,191411, <=50K
39,123945, >50K
38,37778, <=50K
34,171216, <=50K
40,93955, <=50K
63,163809, <=50K
53,346754, >50K
43,188436, <=50K
28,72443, <=50K
68,186350, >50K
22,214238, <=50K
46,394860, <=50K
57,262642, <=50K
38,125550, <=50K
66,192504, <=50K
29,131310, <=50K
54,249322, >50K
38,172755, <=50K
35,209993, <=50K
30,166961, <=50K
39,315291, <=50K
31,284703, <=50K
50,166565, <=50K
30,173854, <=50K
25,189219, <=50K
24,210781, <=50K
59,171328, <=50K
45,199832, <=50K
64,251292, <=50K
61,122246, <=50K
42,190767, <=50K
28,278736, <=50K
53,124963, <=50K
33,167476, <=50K
34,246104, <=50K
41,171615, <=50K
67,264095, >50K
46,177114, <=50K
32,146154, <=50K
41,198196, <=50K
30,79712, <=50K
54,154785, <=50K
33,182423, <=50K
20,347292, <=50K
34,118584, <=50K
20,219835, <=50K
17,148769, <=50K
45,197418, <=50K
21,253190, <=50K
25,192273, <=50K
38,129573, <=50K
17,173807, <=50K
35,217893, <=50K
38,102938, <=50K
48,407495, >50K
25,50053, <=50K
57,233382, <=50K
32,270968, >50K
39,272166, <=50K
23,199915, <=50K
21,305781, <=50K
47,107682, <=50K
25,188507, <=50K
18,28311, <=50K
41,197069, <=50K
19,177839, <=50K
24,77665, <=50K
57,127728, >50K
51,172175, >50K
32,106742, <=50K
28,192838, <=50K
40,79531, >50K
21,337766, <=50K
45,33234, >50K
17,34088, <=50K
55,176904, <=50K
42,172148, <=50K
49,199058, <=50K
38,48093, <=50K
50,143664, <=50K
47,168337, >50K
43,195212, <=50K
39,230329, >50K
42,376072, <=50K
32,430175, <=50K
44,240628, <=50K
50,158294, >50K
55,28735, <=50K
37,167482, <=50K
59,113203, <=50K
56,103948, <=50K
33,310525, <=50K
35,105138, >50K
44,153489, <=50K
57,254949, >50K
31,118149, <=50K
18,267965, <=50K
43,50646, <=50K
33,147700, <=50K
18,446771, <=50K
47,168262, <=50K
53,117058, <=50K
59,140957, >50K
35,186126, <=50K
49,268234, <=50K
26,485117, <=50K
25,31350, <=50K
36,210830, <=50K
29,196420, <=50K
52,172165, <=50K
50,186565, <=50K
22,119359, <=50K
44,109684, <=50K
32,169589, >50K
49,125421, <=50K
31,500002, <=50K
33,224141, <=50K
50,113290, <=50K
62,123992, <=50K
26,58098, <=50K
46,37672, <=50K
55,198145, >50K
49,35406, <=50K
22,199419, <=50K
43,145441, >50K
58,238438, <=50K
48,212954, >50K
21,56582, <=50K
67,176931, <=50K
39,188571, <=50K
52,312500, <=50K
25,278404, <=50K
27,114225, >50K
18,184016, <=50K
41,183009, >50K
59,205759, <=50K
23,462294, <=50K
42,102085, <=50K
54,83311, >50K
39,248694, <=50K
57,190747, <=50K
51,162988, <=50K
31,156890, <=50K
24,310380, <=50K
35,172186, <=50K
26,311497, <=50K
42,443508, >50K
31,152156, <=50K
46,155890, >50K
38,312528, <=50K
51,282744, <=50K
27,205145, <=50K
33,119918, <=50K
22,401451, >50K
72,173427, <=50K
25,189027, <=50K
58,35551, >50K
23,42706, <=50K
63,106910, <=50K
23,53245, <=50K
51,221672, >50K
75,71898, <=50K
52,222107, <=50K
69,277588, <=50K
52,178983, >50K
40,391744, <=50K
34,418020, >50K
21,39236, <=50K
30,86808, <=50K
46,147640, <=50K
21,184756, <=50K
44,191256, <=50K
51,105943, <=50K
40,101272, <=50K
33,175023, <=50K
22,357612, <=50K
23,82777, <=50K
75,218521, <=50K
55,179534, <=50K
24,33339, <=50K
45,148549, >50K
31,198069, <=50K
49,236586, >50K
26,167261, <=50K
61,160942, <=50K
44,107584, <=50K
28,251854, <=50K
79,163140, >50K
51,302579, <=50K
44,64632, <=50K
24,83141, <=50K
46,326048, >50K
36,83471, <=50K
23,170070, <=50K
25,207875, <=50K
48,119722, <=50K
18,335665, <=50K
25,212522, <=50K
19,42069, <=50K
26,131777, <=50K
33,236396, <=50K
42,159911, <=50K
22,133833, <=50K
36,226947, >50K
33,174201, <=50K
34,49707, <=50K
33,201988, <=50K
62,162347, >50K
30,182833, <=50K
22,383603, <=50K
34,70466, <=50K
43,184846, <=50K
25,176756, <=50K
35,112512, <=50K
28,137296, <=50K
28,37821, <=50K
25,295108, <=50K
40,408717, >50K
35,255635, <=50K
48,177783, <=50K
63,179400, <=50K
31,240283, >50K
36,410034, <=50K
39,180667, <=50K
24,196332, <=50K
32,159187, <=50K
46,225065, <=50K
19,178147, <=50K
30,272669, <=50K
35,347491, <=50K
23,146399, <=50K
33,75167, <=50K
25,133373, <=50K
64,84737, >50K
18,96483, <=50K
59,368005, <=50K
45,36032, <=50K
30,174215, <=50K
24,228772, <=50K
22,242912, <=50K
49,86701, >50K
35,166549, <=50K
48,121622, <=50K
18,201613, <=50K
35,29874, <=50K
27,168138, <=50K
28,162404, <=50K
21,162160, <=50K
26,139116, <=50K
44,192381, >50K
39,370585, <=50K
40,151038, <=50K
70,36311, >50K
34,271933, <=50K
34,182401, <=50K
66,234743, <=50K
40,182140, <=50K
61,215591, >50K
59,96459, <=50K
28,205562, <=50K
47,188081, >50K
33,121245, >50K
18,127273, <=50K
25,114345, <=50K
