age,fnlwgt,capital-gain,class
24,50400,0, <=50K
41,97064,0, <=50K
21,65038,0, <=50K
27,292472,0, <=50K
17,225211,0, <=50K
45,320192,0, <=50K
39,119421,0, <=50K
21,83580,0, <=50K
29,133696,8614, >50K
39,141584,0, >50K
42,529216,0, <=50K
22,390817,0, <=50K
21,85733,0, <=50K
59,155976,0, <=50K
40,221172,0, >50K
45,270842,0, <=50K
35,82622,0, <=50K
58,371064,0, <=50K
45,54744,0, >50K
29,22641,0, <=50K
21,218957,0, <=50K
51,441637,0, <=50K
34,143699,0, <=50K
40,183096,0, <=50K
45,97176,0, <=50K
38,122493,0, >50K
22,311376,0, <=50K
37,78928,3137, <=50K
62,123582,0, <=50K
32,174215,0, <=50K
36,183902,0, >50K
43,247880,0, <=50K
37,256636,0, <=50K
33,152875,0, <=50K
28,22422,0, <=50K
49,178215,0, <=50K
47,194360,0, >50K
59,247187,0, <=50K
35,63921,0, <=50K
35,224889,0, <=50K
29,178564,0, <=50K
57,47619,0, <=50K
41,92775,0, >50K
37,50837,0, >50K
20,235894,0, <=50K
44,244974,0, <=50K
20,526734,0, <=50K
38,243484,0, >50K
23,201664,0, <=50K
24,234640,0, <=50K
46,268022,0, >50K
32,223267,0, <=50K
21,99199,0, <=50K
32,137076,0, <=50K
41,115411,2174, <=50K
51,313146,0, <=50K
69,29980,1848, <=50K
39,543042,5178, >50K
43,271807,0, <=50K
51,97934,5178, >50K
43,191196,0, <=50K
35,264627,0, <=50K
32,183801,0, <=50K
25,209227,0, <=50K
64,216208,0, <=50K
28,377095,0, <=50K
44,317535,0, <=50K
40,247880,0, >50K
21,152246,0, <=50K
23,428299,0, <=50K
23,161708,0, <=50K
19,167859,0, <=50K
61,85194,0, <=50K
47,119471,0, <=50K
39,117683,0, <=50K
51,139347,7688, >50K
25,427744,0, <=50K
33,122116,0, <=50K
34,227931,0, <=50K
54,226497,0, <=50K
24,83783,0, <=50K
28,197113,0, <=50K
33,204742,0, <=50K
63,331527,0, <=50K
31,213179,0, >50K
70,188260,0, <=50K
43,298161,0, <=50K
36,143774,0, >50K
50,139296,0, <=50K
21,152389,0, <=50K
31,309974,0, <=50K
19,37085,0, <=50K
39,270059,0, <=50K
29,130045,0, <=50K
39,188038,0, <=50K
17,168203,0, <=50K
46,171807,0, <=50K
62,186696,0, <=50K
32,177531,0, <=50K
28,115464,0, <=50K
19,501144,0, <=50K
61,180079,4064, <=50K
18,205894,0, <=50K
39,218490,0, >50K
24,203924,0, <=50K
38,91857,0, <=50K
38,229700,0, >50K
17,158704,0, <=50K
28,190911,0, <=50K
52,139176,0, <=50K
61,119684,15024, >50K
69,124930,0, <=50K
19,168693,0, <=50K
26,250038,0, >50K
34,353927,0, >50K
70,216390,2653, <=50K
21,230248,0, <=50K
43,117728,0, <=50K
52,115851,0, <=50K
59,193335,0, >50K
21,203894,0, <=50K
53,100109,0, >50K
55,157639,0, >50K
46,235320,0, >50K
36,127686,0, <=50K
39,28572,0, <=50K
78,91534,0, <=50K
30,184687,0, <=50K
22,267945,0, <=50K
43,131899,0, >50K
36,192614,0, <=50K
36,186808,0, >50K
50,44116,0, <=50K
27,46442,0, <=50K
46,78022,0, >50K
24,417668,0, <=50K
41,223763,0, <=50K
68,223851,0, <=50K
38,115634,0, <=50K
47,114459,0, >50K
41,197093,0, <=50K
31,357145,0, <=50K
29,59231,0, <=50K
26,292303,0, <=50K
51,122288,0, <=50K
26,52322,0, <=50K
27,105830,0, <=50K
36,107125,0, <=50K
28,281860,0, <=50K
53,283320,0, <=50K
40,26598,0, <=50K
38,220783,0, <=50K
21,121694,0, <=50K
53,208302,0, <=50K
34,172664,0, <=50K
43,54611,0, <=50K
64,631947,0, <=50K
21,394484,0, <=50K
25,239120,0, <=50K
38,37683,99999, >50K
47,193012,0, >50K
48,143098,0, >50K
57,84888,0, <=50K
37,188503,0, <=50K
37,337778,0, <=50K
51,94432,0, >50K
32,168906,0, <=50K
49,116143,0, <=50K
52,128272,0, <=50K
64,301383,9386, >50K
46,174995,0, <=50K
24,289909,0, <=50K
39,154641,0, >50K
23,209034,3942, <=50K
30,203488,0, <=50K
34,141118,0, >50K
30,169589,0, <=50K
25,137645,0, <=50K
58,489085,0, <=50K
32,36302,0, <=50K
37,253420,0, <=50K
35,269300,0, <=50K
18,282609,0, <=50K
46,346978,0, <=50K
71,182395,11678, >50K
44,205051,0, <=50K
45,128736,0, <=50K
40,236110,0, >50K
38,312271,0, >50K
52,126978,0, <=50K
47,204692,0, <=50K
49,195956,0, <=50K
59,202682,0, <=50K
22,231912,0, <=50K
44,24982,0, >50K
76,278938,0, <=50K
50,36489,0, <=50K
33,154874,0, <=50K
43,74581,0, >50K
27,311446,5178, >50K
37,162164,0, <=50K
40,239708,0, <=50K
49,162856,0, <=50K
48,85109,0, <=50K
49,169042,0, <=50K
22,436798,0, <=50K
42,345363,0, <=50K
36,49837,0, <=50K
57,296516,0, <=50K
30,180283,0, <=50K
40,95639,0, <=50K
42,33155,0, <=50K
56,329059,0, >50K
55,24694,0, <=50K
25,443855,0, <=50K
52,294691,0, <=50K
33,301867,0, <=50K
55,226875,4064, <=50K
47,362835,0, >50K
23,180339,0, <=50K
55,207489,0, <=50K
43,336643,0, <=50K
31,143653,0, <=50K
62,101475,0, <=50K
42,263871,0, <=50K
38,77820,0, >50K
29,95465,0, <=50K
26,257910,0, <=50K
26,244372,0, >50K
37,126738,0, <=50K
79,97082,18481, >50K
61,133164,0, <=50K
28,104617,0, <=50K
60,105339,7298, >50K
51,258735,0, <=50K
34,182926,0, >50K
35,166193,0, <=50K
27,206125,0, <=50K
44,346594,0, <=50K
25,108301,0, <=50K
32,73498,0, <=50K
36,129150,0, >50K
27,181280,0, <=50K
40,146908,0, >50K
43,183765,0, >50K
25,164488,0, <=50K
41,307468,0, <=50K
30,93884,0, >50K
26,279833,0, >50K
52,137658,0, <=50K
32,101562,0, <=50K
33,136331,0, <=50K
35,259846,0, <=50K
48,98719,0, <=50K
62,168682,0, <=50K
40,198953,0, <=50K
41,29115,0, <=50K
28,173673,0, <=50K
23,67958,0, <=50K
50,98980,7298, >50K
51,94174,0, <=50K
63,122442,0, <=50K
63,154675,0, <=50K
40,116632,0, >50K
20,238685,0, <=50K
61,139391,99999, >50K
40,169031,0, <=50K
41,237452,0, >50K
41,216968,0, <=50K
27,216479,0, >50K
20,126822,0, <=50K
28,51461,0, >50K
35,54953,0, <=50K
31,222654,0, <=50K
34,37676,0, >50K
57,159319,0, >50K
28,125321,0, <=50K
38,209609,0, >50K
37,224947,0, <=50K
43,438427,0, <=50K
26,384276,0, <=50K
26,196805,0, <=50K
27,242097,0, <=50K
33,184306,0, <=50K
45,161954,0, <=50K
65,258561,0, <=50K
57,95280,99999, >50K
59,212783,0, <=50K
18,205004,0, <=50K
44,387844,0, <=50K
37,83880,0, <=50K
27,161155,0, <=50K
43,265698,0, >50K
59,146477,0, >50K
19,97261,0, <=50K
36,437890,0, <=50K
68,133736,20051, >50K
63,169983,2176, <=50K
37,126675,0, <=50K
46,175754,0, <=50K
31,121768,0, <=50K
23,180052,0, <=50K
22,124454,0, <=50K
49,190115,0, <=50K
36,222584,0, <=50K
38,22245,0, <=50K
46,114160,0, >50K
24,228960,0, <=50K
26,132572,0, <=50K
47,103020,0, <=50K
40,187802,0, >50K
31,50649,0, <=50K
42,137698,0, <=50K
48,30575,0, >50K
56,202220,0, <=50K
50,50178,0, >50K
17,207791,0, <=50K
21,540712,0, <=50K
50,321770,0, <=50K
49,202053,0, <=50K
34,143699,0, <=50K
32,115066,0, >50K
28,223751,0, >50K
62,354075,0, >50K
23,32732,0, <=50K
24,390867,0, <=50K
31,101697,0, <=50K
36,279721,0, <=50K
58,223400,0, <=50K
46,206357,0, <=50K
39,76417,0, >50K
48,184682,0, <=50K
21,78170,0, <=50K
39,201410,0, <=50K
21,189013,0, <=50K
33,119913,0, >50K
37,549174,0, >50K
29,214706,0, <=50K
30,33811,0, >50K
43,234220,0, <=50K
22,237720,0, <=50K
25,185942,0, >50K
69,286983,0, <=50K
17,140027,0, <=50K
18,115258,0, <=50K
54,155408,0, <=50K
65,117963,0, <=50K
28,158737,0, <=50K
27,199471,0, <=50K
35,287701,0, >50K
38,137707,0, >50K
33,108116,0, <=50K
26,366900,0, <=50K
56,187355,0, >50K
38,33105,0, >50K
51,268639,0, <=50K
26,358975,0, <=50K
33,199227,0, >50K
44,248249,0, <=50K
36,460437,0, <=50K
42,187294,0, <=50K
44,115932,0, <=50K
44,181762,15024, >50K
21,27049,0, <=50K
41,806552,0, >50K
41,150755,15024, >50K
62,69867,7298, >50K
27,160786,0, <=50K
38,219546,0, >50K
60,24872,0, <=50K
24,110371,0, <=50K
24,376474,0, <=50K
22,304602,0, <=50K
32,143699,0, <=50K
22,238917,0, <=50K
51,200618,0, <=50K
31,183043,0, >50K
42,209752,0, >50K
48,175653,14084, >50K
49,196707,7298, >50K
37,98725,0, <=50K
37,180150,0, >50K
66,151227,0, >50K
18,118847,0, <=50K
46,282538,0, <=50K
52,89534,0, >50K
23,291011,0, <=50K
67,166187,0, >50K
19,188669,0, <=50K
37,178948,0, <=50K
42,188738,0, >50K
39,160808,0, <=50K
54,93605,0, >50K
46,318331,0, <=50K
47,109921,0, <=50K
33,87605,0, <=50K
69,89477,0, <=50K
21,48301,0, <=50K
27,220748,0, <=50K
39,387068,0, >50K
23,250743,0, <=50K
26,78258,0, <=50K
42,31387,0, <=50K
36,289190,0, <=50K
24,604537,0, <=50K
35,328466,0, <=50K
42,403187,0, <=50K
37,219546,4386, >50K
41,220531,0, >50K
27,204648,0, <=50K
42,201908,99999, >50K
44,109912,0, >50K
18,365683,0, <=50K
41,175674,0, >50K
31,203488,0, <=50K
26,106406,0, <=50K
67,172756,2062, <=50K
37,125167,0, >50K
51,249339,0, <=50K
26,94652,0, <=50K
40,195394,7688, >50K
25,130302,0, <=50K
38,66686,0, >50K
43,336042,0, <=50K
23,193586,0, <=50K
44,325461,0, >50K
60,313852,0, <=50K
38,30509,0, <=50K
21,32639,0, <=50K
18,234953,0, <=50K
49,120629,27828, >50K
43,350379,0, <=50K
26,176967,0, <=50K
36,36423,0, >50K
31,123397,5178, >50K
38,130813,0, <=50K
43,35236,0, <=50K
58,33350,0, <=50K
55,177380,0, <=50K
39,216129,0, <=50K
38,335104,0, <=50K
54,199741,0, <=50K
57,165881,0, <=50K
35,387777,0, <=50K
44,149943,0, >50K
36,188834,0, <=50K
58,290661,0, <=50K
39,155603,0, <=50K
25,114838,0, <=50K
54,168553,0, <=50K
23,103064,0, <=50K
37,123833,0, <=50K
60,55621,0, <=50K
66,189834,0, <=50K
36,217926,0, <=50K
29,341672,0, >50K
29,163003,2202, <=50K
25,194352,0, <=50K
62,54878,0, <=50K
23,393248,0, <=50K
38,279315,0, <=50K
33,392812,0, >50K
49,34998,0, <=50K
57,51016,0, >50K
57,132717,0, <=50K
46,186078,0, <=50K
37,196123,0, >50K
43,304906,0, >50K
26,41521,0, <=50K
40,346847,0, <=50K
39,107233,0, <=50K
39,150125,0, <=50K
31,400535,0, <=50K
31,409622,0, <=50K
27,136448,0, <=50K
36,202950,0, <=50K
40,197012,8614, >50K
57,237691,0, <=50K
24,170277,0, <=50K
30,160784,0, <=50K
28,33798,0, <=50K
22,197838,0, <=50K
31,223212,0, <=50K
33,125762,0, >50K
20,283969,0, <=50K
25,374163,0, <=50K
49,118567,0, <=50K
21,147655,0, <=50K
45,82797,0, >50K
36,142573,0, >50K
41,235167,0, <=50K
23,53245,0, <=50K
47,28035,0, >50K
41,247082,0, <=50K
30,123397,0, <=50K
29,133327,0, <=50K
31,102270,0, <=50K
64,45817,0, <=50K
55,240988,0, <=50K
19,386378,0, <=50K
31,350651,0, >50K
18,76142,0, <=50K
68,73773,0, <=50K
50,281504,0, <=50K
36,293358,0, <=50K
44,146906,0, >50K
58,331474,0, >50K
20,213719,0, <=50K
18,101795,0, <=50K
32,228265,0, <=50K
49,130206,0, <=50K
34,324254,0, <=50K
22,223019,0, <=50K
40,189666,0, <=50K
35,139086,0, <=50K
26,359327,0, <=50K
44,75065,0, <=50K
55,139843,0, <=50K
21,34310,0, <=50K
54,346014,0, <=50K
39,163278,2202, <=50K
52,31460,0, <=50K
57,33725,0, >50K
67,63552,0, <=50K
58,300623,0, <=50K
27,177072,0, <=50K
66,37331,0, <=50K
41,167725,0, <=50K
18,131180,0, <=50K
58,275859,8614, >50K
50,275181,0, <=50K
31,398988,0, <=50K
32,222654,0, <=50K
37,111129,0, <=50K
26,137795,0, <=50K
33,242150,0, <=50K
35,237873,0, <=50K
44,367749,0, <=50K
26,206600,0, <=50K
48,247043,0, <=50K
40,187702,0, <=50K
62,41718,0, <=50K
37,151835,0, >50K
18,118938,0, <=50K
48,224870,0, <=50K
45,178341,0, <=50K
35,61343,0, <=50K
35,36989,0, <=50K
34,226296,0, <=50K
29,186624,0, <=50K
19,172582,0, <=50K
53,227392,0, <=50K
49,187563,0, <=50K
71,137499,0, <=50K
38,239397,0, <=50K
39,327164,0, <=50K
23,140798,0, <=50K
29,187450,0, >50K
52,194580,0, <=50K
41,372682,0, >50K
20,235442,0, <=50K
30,128065,0, <=50K
56,91545,0, <=50K
26,154604,0, <=50K
36,192150,0, <=50K
26,216522,0, <=50K
58,156040,0, >50K
24,206861,0, <=50K
41,97632,0, <=50K
27,189530,0, <=50K
28,381789,0, <=50K
57,368797,0, <=50K
21,41183,0, <=50K
50,191062,0, <=50K
27,132963,0, <=50K
58,153551,0, <=50K
27,66473,0, <=50K
36,240323,0, <=50K
68,242095,20051, >50K
33,128016,0, <=50K
19,29526,0, <=50K
26,342953,0, <=50K
37,215476,0, <=50K
53,231919,0, <=50K
32,52537,0, <=50K
18,27920,0, <=50K
53,153052,0, >50K
40,199303,0, <=50K
50,233369,0, <=50K
43,345789,15024, >50K
60,238913,0, >50K
28,195607,0, <=50K
34,245173,0, <=50K
37,138441,0, <=50K
25,67467,0, <=50K
46,102569,15024, >50K
21,213341,0, <=50K
26,37202,0, <=50K
47,140219,0, <=50K
18,298860,0, <=50K
22,51362,0, <=50K
36,199947,0, <=50K
59,32552,0, <=50K
33,183845,0, <=50K
33,181091,0, <=50K
53,135643,0, <=50K
44,96249,3411, <=50K
55,181220,0, <=50K
56,133025,0, <=50K
54,124865,0, <=50K
51,45599,0, <=50K
31,194293,2463, <=50K
43,102180,0, >50K
44,121130,0, <=50K
22,138768,0, <=50K
43,98989,0, <=50K
26,126327,0, <=50K
30,113364,0, <=50K
30,326199,2580, <=50K
46,376789,0, <=50K
27,137063,0, <=50K
26,279145,0, <=50K
36,178815,8614, >50K
25,245369,0, <=50K
30,49593,0, <=50K
46,238648,7298, >50K
47,166181,0, >50K
66,249043,5556, >50K
43,156403,0, <=50K
71,128529,0, <=50K
36,186934,0, >50K
46,148489,0, <=50K
44,387770,0, <=50K
42,115511,0, <=50K
39,201410,0, >50K
36,220585,0, >50K
60,282066,0, >50K
37,280966,0, >50K
26,291586,0, <=50K
24,142227,0, <=50K
17,104025,0, <=50K
45,148254,0, <=50K
54,170562,0, >50K
22,222490,0, <=50K
63,57674,0, <=50K
22,233624,0, <=50K
27,42734,0, <=50K
33,233107,0, <=50K
64,143110,0, <=50K
50,195844,0, >50K
44,115896,0, <=50K
31,303851,0, <=50K
44,172475,0, <=50K
53,30008,0, <=50K
33,147921,0, <=50K
34,172716,0, <=50K
27,155057,0, <=50K
43,152569,0, <=50K
80,132728,0, <=50K
31,195136,0, <=50K
40,377322,0, >50K
53,293941,0, <=50K
58,182123,0, <=50K
38,32528,0, >50K
33,140206,0, >50K
48,378221,0, >50K
23,211601,0, <=50K
31,119411,0, <=50K
52,240013,0, <=50K
24,95552,0, <=50K
45,183710,0, <=50K
36,189382,0, >50K
52,380633,0, <=50K
54,53407,0, <=50K
39,150480,0, >50K
40,175674,0, >50K
28,375313,0, <=50K
21,278391,0, <=50K
23,212888,0, <=50K
36,487085,0, <=50K
22,174461,0, <=50K
55,133201,0, <=50K
71,77253,0, <=50K
47,141511,0, >50K
17,181608,0, <=50K
31,127610,0, >50K
32,154571,0, <=50K
46,33842,3103, >50K
27,150080,0, <=50K
39,30916,0, >50K
40,151294,0, <=50K
30,48829,0, <=50K
17,193769,0, <=50K
33,277455,0, <=50K
72,225780,0, <=50K
34,436341,0, >50K
65,255386,0, <=50K
36,174938,0, >50K
32,174789,0, <=50K
26,245628,0, <=50K
22,228752,0, <=50K
47,354148,99999, >50K
31,192900,0, <=50K
28,190391,0, <=50K
38,353263,0, >50K
34,113198,0, <=50K
44,207578,0, >50K
27,93206,0, <=50K
50,163998,0, >50K
47,111961,0, <=50K
20,219122,0, <=50K
24,111445,0, <=50K
29,309778,0, >50K
37,223020,0, <=50K
42,303155,0, <=50K
20,41035,0, <=50K
68,159191,0, <=50K
22,244408,0, <=50K
72,473748,0, <=50K
45,71823,0, <=50K
30,83066,0, <=50K
33,150154,0, <=50K
43,190786,0, >50K
56,178033,4416, <=50K
25,159909,0, <=50K
41,190885,0, <=50K
25,243786,0, <=50K
31,124020,0, >50K
36,159016,0, <=50K
37,183800,0, >50K
58,193434,0, <=50K
26,245029,0, <=50K
55,98746,0, >50K
46,140664,0, >50K
44,344920,0, <=50K
44,169980,0, <=50K
28,155397,0, <=50K
42,245317,0, <=50K
41,74182,0, <=50K
39,280570,0, <=50K
64,30664,0, <=50K
20,109952,0, <=50K
45,192793,0, >50K
31,243442,0, <=50K
36,106297,0, >50K
32,328060,0, <=50K
33,48702,0, <=50K
51,111283,99999, >50K
36,484024,0, <=50K
40,208470,0, <=50K
44,172032,7298, >50K
40,29927,0, <=50K
46,98012,0, <=50K
31,108468,0, >50K
30,207301,0, <=50K
26,168403,0, <=50K
25,66935,0, <=50K
35,42044,0, <=50K
29,184806,0, <=50K
39,1455435,0, <=50K
44,445382,0, <=50K
37,278576,0, >50K
79,84979,0, >50K
36,659504,0, >50K
44,136986,0, >50K
23,278107,0, <=50K
27,96219,0, <=50K
46,131091,0, >50K
58,205410,0, <=50K
36,416745,0, <=50K
36,180667,0, >50K
21,72119,0, <=50K
41,108945,14344, >50K
49,195949,0, <=50K
34,101345,0, >50K
29,439263,0, <=50K
63,213095,0, >50K
29,59932,0, <=50K
65,172815,0, <=50K
26,40915,0, <=50K
42,139012,0, >50K
44,121781,0, <=50K
51,130667,0, <=50K
41,147110,0, <=50K
22,237811,0, <=50K
36,128640,0, <=50K
18,111476,0, <=50K
33,289716,0, <=50K
46,141944,0, >50K
49,323773,0, <=50K
41,176663,0, <=50K
52,155233,0, <=50K
40,143327,0, <=50K
53,177212,0, <=50K
45,123088,0, <=50K
30,47085,0, <=50K
56,102106,0, <=50K
24,235894,0, <=50K
71,172046,0, <=50K
20,197207,0, <=50K
26,152452,0, <=50K
34,172928,0, <=50K
36,214896,0, <=50K
49,116338,0, <=50K
48,276664,0, >50K
22,59924,0, <=50K
30,194141,0, <=50K
51,95128,0, <=50K
46,292504,0, <=50K
32,45796,0, <=50K
42,119359,15024, >50K
52,104280,0, <=50K
57,172291,0, <=50K
35,180988,0, <=50K
52,110748,0, >50K
59,556688,0, <=50K
36,22494,0, <=50K
33,267859,0, >50K
67,256821,0, <=50K
31,117346,0, <=50K
31,62374,0, <=50K
28,314659,0, <=50K
72,114761,0, <=50K
36,93225,0, <=50K
58,165315,0, >50K
56,124771,0, <=50K
35,27408,0, <=50K
37,198841,0, >50K
44,271792,0, <=50K
26,64289,0, <=50K
51,183390,0, <=50K
31,240771,4386, >50K
30,234919,0, <=50K
20,88231,0, <=50K
21,154422,0, <=50K
37,119098,0, >50K
53,151580,4386, >50K
54,118793,0, <=50K
32,30499,0, <=50K
34,166545,7688, >50K
30,271710,7298, >50K
43,308498,0, <=50K
48,172695,0, <=50K
42,29962,0, <=50K
62,200332,0, <=50K
31,291702,0, <=50K
22,67234,0, <=50K
45,168038,0, <=50K
34,137814,0, <=50K
64,126233,0, <=50K
42,79036,0, <=50K
60,327474,0, <=50K
44,145160,0, <=50K
67,37092,0, <=50K
45,129387,0, <=50K
53,33304,0, >50K
37,359001,15024, >50K
32,143162,0, <=50K
23,133515,0, <=50K
28,168901,0, <=50K
55,750972,0, <=50K
58,142924,0, >50K
74,228075,20051, >50K
27,91189,0, <=50K
37,290609,0, <=50K
22,31102,0, <=50K
44,216921,0, <=50K
23,120046,0, <=50K
41,324629,0, <=50K
45,81132,0, >50K
29,160279,0, <=50K
33,229732,0, >50K
61,144723,7298, >50K
29,148431,7688, >50K
22,160398,0, <=50K
28,129460,0, <=50K
30,252752,0, <=50K
20,58222,0, <=50K
28,424884,0, <=50K
45,114459,0, >50K
19,46400,0, <=50K
42,223934,0, <=50K
34,84119,0, <=50K
31,159123,0, >50K
23,195532,0, <=50K
50,191299,0, <=50K
40,198316,0, >50K
57,162301,0, <=50K
35,143152,3908, <=50K
24,92609,0, <=50K
27,247819,0, <=50K
27,229223,0, >50K
45,142719,0, <=50K
80,86111,0, <=50K
23,35633,0, <=50K
46,164749,0, >50K
38,607848,0, >50K
50,173630,0, <=50K
90,311184,0, <=50K
55,49737,0, <=50K
72,183616,0, <=50K
65,129426,0, <=50K
37,454915,0, <=50K
39,55568,0, <=50K
38,29874,0, <=50K
46,393715,15024, >50K
50,143953,0, >50K
54,90363,0, >50K
40,53727,0, >50K
30,130021,2829, <=50K
50,173630,0, <=50K
28,410351,0, <=50K
34,399386,0, <=50K
55,157932,0, <=50K
20,133061,0, <=50K
19,46400,0, <=50K
21,107895,0, <=50K
39,63021,0, <=50K
43,186144,0, >50K
33,27959,0, <=50K
26,179569,0, <=50K
45,101299,0, >50K
31,113129,0, <=50K
32,316470,0, <=50K
60,89884,0, <=50K
41,32121,0, >50K
21,315303,0, <=50K
27,254500,0, <=50K
33,419895,0, <=50K
43,159549,0, <=50K
27,160786,0, >50K
18,258474,0, <=50K
48,370119,0, >50K
37,50837,0, <=50K
58,137506,0, <=50K
57,548256,7688, >50K
42,175642,99999, >50K
24,183594,0, <=50K
26,341353,0, <=50K
43,247981,5455, <=50K
34,193565,0, <=50K
38,39606,0, <=50K
51,127149,0, >50K
31,233371,0, <=50K
49,182752,0, >50K
26,269060,0, <=50K
28,179949,0, <=50K
22,32950,0, <=50K
26,160445,0, <=50K
45,223999,0, >50K
39,81487,0, <=50K
23,314539,0, <=50K
62,337721,0, <=50K
42,100793,0, >50K
39,255407,0, <=50K
43,92775,0, <=50K
33,33308,0, <=50K
68,493363,0, <=50K
30,159589,0, >50K
32,107218,0, <=50K
25,123586,0, <=50K
53,158352,0, <=50K
38,76317,0, >50K
62,176753,0, <=50K
20,122346,0, <=50K
26,463194,0, <=50K
23,162228,0, <=50K
43,115005,0, <=50K
29,183285,0, <=50K
34,169605,0, <=50K
24,450695,0, <=50K
44,124692,0, >50K
19,63918,0, <=50K
47,102569,0, >50K
40,289309,0, <=50K
45,101825,0, <=50K
43,206833,0, <=50K
22,77873,0, <=50K
50,145333,10520, >50K
72,194548,0, <=50K
29,206351,0, <=50K
47,198200,0, <=50K
24,140001,0, <=50K
22,287988,0, <=50K
21,143604,0, <=50K
30,146161,0, >50K
37,196529,2354, <=50K
74,192413,0, <=50K
70,139889,2653, <=50K
27,104917,0, <=50K
32,161478,0, <=50K
30,35644,0, <=50K
29,116751,0, <=50K
18,238867,0, <=50K
31,265706,7298, >50K
39,179668,0, <=50K
21,57951,0, <=50K
31,176711,0, <=50K
33,368675,0, <=50K
39,216149,0, >50K
29,173851,0, <=50K
34,90705,0, <=50K
52,216342,0, <=50K
35,140752,0, <=50K
33,116508,0, <=50K
40,224361,0, <=50K
43,180303,0, >50K
66,196736,0, <=50K
51,110327,0, >50K
36,185607,0, <=50K
17,244856,0, <=50K
32,198068,0, <=50K
39,97136,0, <=50K
19,164658,0, <=50K
54,235693,0, >50K
45,197038,0, >50K
47,97419,0, <=50K
49,208872,0, <=50K
32,205528,0, <=50K
28,146042,0, <=50K
39,222641,0, <=50K
27,376936,0, <=50K
42,138077,0, >50K
24,155913,0, <=50K
45,36006,0, >50K
19,214678,0, <=50K
46,369538,0, >50K
50,166565,0, <=50K
32,257043,0, <=50K
47,181130,99999, >50K
69,254834,10605, >50K
43,38876,0, <=50K
29,187073,0, <=50K
43,156996,0, >50K
90,313749,0, <=50K
41,331651,0, >50K
24,243368,0, <=50K
24,32921,0, <=50K
24,117167,0, <=50K
35,401930,0, >50K
30,114691,0, <=50K
46,99385,0, <=50K
19,210308,0, <=50K
39,252327,0, <=50K
43,90582,0, <=50K
35,190194,0, <=50K
65,264188,0, <=50K
34,243776,0, <=50K
41,67065,0, <=50K
24,204209,0, <=50K
24,226668,0, <=50K
34,174215,4787, >50K
33,315143,0, >50K
37,118681,0, <=50K
39,208109,0, >50K
58,116901,0, <=50K
36,405644,0, <=50K
33,293550,4064, <=50K
42,328581,0, <=50K
31,217962,0, <=50K
57,158827,0, <=50K
67,65475,0, >50K
23,159709,0, <=50K
35,140474,0, <=50K
43,144778,0, >50K
39,83242,0, <=50K
36,143385,0, <=50K
29,167544,0, <=50K
25,122175,0, <=50K
54,378747,0, >50K
24,230475,0, <=50K
50,120781,0, >50K
70,206232,0, <=50K
61,298400,4787, >50K
51,163671,0, <=50K
38,140583,0, <=50K
51,137253,0, >50K
28,246974,0, <=50K
66,182470,0, >50K
57,107617,0, >50K
44,116358,0, >50K
29,250819,0, <=50K
21,196508,0, <=50K
42,367533,0, >50K
74,188709,99999, >50K
50,271160,0, <=50K
65,173674,0, <=50K
64,257790,0, <=50K
44,322391,0, <=50K
34,209691,4386, >50K
17,104232,0, <=50K
17,86786,0, <=50K
43,88233,0, <=50K
32,240888,0, <=50K
54,169719,3103, >50K
20,129240,0, <=50K
23,160968,0, <=50K
34,236861,0, <=50K
30,109282,0, <=50K
32,215047,0, <=50K
40,115932,0, >50K
28,55360,0, <=50K
44,224658,0, >50K
29,376302,0, >50K
28,183597,594, <=50K
37,115289,0, <=50K
56,258883,0, <=50K
27,69132,0, <=50K
34,207301,0, <=50K
37,179671,0, <=50K
66,140456,0, >50K
19,327397,0, <=50K
60,200235,0, <=50K
54,108435,2829, <=50K
47,195978,0, >50K
47,329144,0, >50K
48,250674,0, <=50K
57,176897,0, <=50K
50,132716,0, >50K
62,174201,0, <=50K
45,167617,0, <=50K
55,254949,0, <=50K
62,319582,0, <=50K
25,248990,0, <=50K
49,144396,0, <=50K
32,200469,3887, <=50K
25,55636,0, <=50K
39,185624,0, <=50K
27,125442,0, <=50K
43,160943,0, >50K
30,243841,0, <=50K
21,34616,0, <=50K
33,235847,0, >50K
33,174789,0, <=50K
33,280111,0, <=50K
70,236055,0, <=50K
25,237865,0, <=50K
17,194612,0, <=50K
20,173851,0, <=50K
19,372483,0, <=50K
71,422149,20051, >50K
31,174201,0, <=50K
26,272618,0, <=50K
52,74660,0, <=50K
26,201481,0, <=50K
38,175232,0, <=50K
25,336440,0, <=50K
22,46645,0, <=50K
48,31141,0, >50K
53,281425,0, >50K
30,31510,0, <=50K
44,310255,0, >50K
32,82393,0, >50K
59,190514,0, <=50K
49,165513,0, <=50K
65,178931,3818, <=50K
31,226696,0, >50K
53,195813,5178, >50K
44,165815,0, <=50K
36,123983,0, >50K
36,235371,0, <=50K
37,147258,0, >50K
63,222289,7688, >50K
67,171564,20051, >50K
29,255949,0, <=50K
52,186272,0, <=50K
37,282872,0, <=50K
21,111676,0, <=50K
36,199501,0, <=50K
24,151443,0, <=50K
31,145935,0, <=50K
54,230387,0, <=50K
44,127592,0, <=50K
18,210828,0, <=50K
41,297186,0, <=50K
37,116554,0, <=50K
30,144593,0, <=50K
26,147719,0, <=50K
68,89011,0, <=50K
31,38158,0, <=50K
48,178686,0, <=50K
